project_id,project_name,department,project_type,location,budget,expenditure,planned_duration_days,time_elapsed_days,completion_percentage,total_milestones,completed_milestones,delayed_milestones,pending_milestones,risk_score,delay_level
PRJ-1957,Healthcare Facility Project - Chennai #957,Ministry of Urban Development,Healthcare Facility,Chennai,2571.43,2800.27,1721,1831,93.57,10,9,0,1,1.47,LOW
PRJ-1958,Energy & Power Project - Bengaluru #958,Ministry of Water Resources,Energy & Power,Bengaluru,948.88,913.98,609,683,96.42,24,23,0,1,0.52,LOW
PRJ-1959,Infrastructure Project - Mumbai #959,Ministry of Urban Development,Infrastructure,Mumbai,253.75,141.99,1606,898,55.49,23,12,1,10,2.97,LOW
PRJ-1960,Transportation Project - Guwahati #960,Ministry of Power,Transportation,Guwahati,478.82,176.15,1176,353,28.87,33,9,2,22,4.78,LOW
PRJ-1961,Infrastructure Project - Guwahati #961,Ministry of Railways,Infrastructure,Guwahati,647.73,262.84,1734,539,31.42,31,9,1,21,5.65,MEDIUM
PRJ-1962,Water & Sanitation Project - Patna #962,Ministry of Road Transport & Highways,Water & Sanitation,Patna,589.78,116.42,780,151,22.89,9,2,0,7,5.03,LOW
PRJ-1963,Urban Infrastructure Project - Patna #963,Ministry of Urban Development,Urban Infrastructure,Patna,2664.26,467.12,199,33,14.91,5,0,0,5,5.83,MEDIUM
PRJ-1964,Infrastructure Project - Hyderabad #964,Ministry of Road Transport & Highways,Infrastructure,Hyderabad,1832.95,1018.52,194,99,52.42,22,11,1,10,3.73,LOW
PRJ-1965,Healthcare Facility Project - Ahmedabad #965,Ministry of Power,Healthcare Facility,Ahmedabad,1184.56,1274.17,1576,1700,82.76,20,16,1,3,2.59,MEDIUM
PRJ-1966,Healthcare Facility Project - Delhi NCR #966,Ministry of Urban Development,Healthcare Facility,Delhi NCR,3413.81,2736.31,856,844,100.0,30,30,0,0,1.78,LOW
PRJ-1967,Infrastructure Project - Lucknow #967,Ministry of Railways,Infrastructure,Lucknow,438.9,139.77,1266,515,27.7,20,5,3,12,6.05,MEDIUM
PRJ-1968,Water & Sanitation Project - Pune #968,Ministry of Electronics & IT,Water & Sanitation,Pune,1807.05,930.0,1532,469,39.8,25,9,0,16,3.73,LOW
PRJ-1969,Water & Sanitation Project - Guwahati #969,Ministry of Road Transport & Highways,Water & Sanitation,Guwahati,1146.08,357.52,1089,388,29.93,10,2,1,7,5.78,MEDIUM
PRJ-1970,Digital Governance Project - Guwahati #970,Ministry of Urban Development,Digital Governance,Guwahati,3169.16,900.24,1683,880,25.74,14,3,4,7,7.07,HIGH
PRJ-1971,Water & Sanitation Project - Guwahati #971,Ministry of Water Resources,Water & Sanitation,Guwahati,1771.18,851.62,441,285,57.0,40,22,4,14,4.68,LOW
PRJ-1972,Infrastructure Project - Pune #972,Ministry of Urban Development,Infrastructure,Pune,2322.62,512.98,673,247,24.95,10,2,1,7,6.14,MEDIUM
PRJ-1973,Transportation Project - Kolkata #973,Ministry of Road Transport & Highways,Transportation,Kolkata,3160.24,1586.03,1749,714,43.28,35,15,3,17,5.38,LOW
PRJ-1974,Transportation Project - Jaipur #974,Ministry of Electronics & IT,Transportation,Jaipur,2221.08,347.66,1187,236,13.66,19,2,4,13,7.45,MEDIUM
PRJ-1975,Infrastructure Project - Patna #975,Ministry of Health & Family Welfare,Infrastructure,Patna,1207.86,950.75,1649,1512,67.71,40,27,5,8,4.49,MEDIUM
PRJ-1976,Transportation Project - Chennai #976,Ministry of Railways,Transportation,Chennai,413.76,33.36,359,79,8.31,17,1,4,12,6.42,MEDIUM
PRJ-1977,Transportation Project - Kolkata #977,Ministry of Power,Transportation,Kolkata,3339.7,2140.67,1361,1239,67.09,39,26,3,10,3.62,MEDIUM
PRJ-1978,Energy & Power Project - Kolkata #978,Ministry of Urban Development,Energy & Power,Kolkata,2793.34,503.67,438,294,16.38,19,3,8,8,7.4,HIGH
PRJ-1979,Urban Infrastructure Project - Kolkata #979,Ministry of Water Resources,Urban Infrastructure,Kolkata,515.01,245.49,787,803,45.4,34,15,10,9,7.3,HIGH
PRJ-1980,Digital Governance Project - Guwahati #980,Ministry of Electronics & IT,Digital Governance,Guwahati,129.86,76.88,835,367,45.71,12,5,0,7,4.41,LOW
PRJ-1981,Urban Infrastructure Project - Patna #981,Ministry of Health & Family Welfare,Urban Infrastructure,Patna,2902.12,1636.76,1193,501,43.95,8,3,0,5,3.47,LOW
PRJ-1982,Digital Governance Project - Hyderabad #982,Ministry of Water Resources,Digital Governance,Hyderabad,2969.76,2042.35,640,557,83.23,16,13,0,3,2.29,LOW
PRJ-1983,Water & Sanitation Project - Patna #983,Ministry of Power,Water & Sanitation,Patna,3194.19,2086.75,506,602,60.83,26,15,5,6,4.91,HIGH
PRJ-1984,Water & Sanitation Project - Ahmedabad #984,Ministry of Power,Water & Sanitation,Ahmedabad,1374.81,975.25,1261,1134,75.37,17,12,1,4,2.73,MEDIUM
PRJ-1985,Transportation Project - Kolkata #985,Ministry of Road Transport & Highways,Transportation,Kolkata,2635.41,1850.74,1368,1439,84.91,24,20,0,4,1.08,MEDIUM
PRJ-1986,Urban Infrastructure Project - Guwahati #986,Ministry of Railways,Urban Infrastructure,Guwahati,1693.72,376.28,476,157,18.48,17,3,4,10,5.69,MEDIUM
PRJ-1987,Water & Sanitation Project - Lucknow #987,Ministry of Electronics & IT,Water & Sanitation,Lucknow,365.8,319.64,1788,2122,100.0,32,32,0,0,0.34,LOW
PRJ-1988,Infrastructure Project - Kolkata #988,Ministry of Road Transport & Highways,Infrastructure,Kolkata,3409.81,2927.91,547,623,100.0,37,37,0,0,1.19,LOW
PRJ-1989,Digital Governance Project - Guwahati #989,Ministry of Railways,Digital Governance,Guwahati,1419.94,257.85,249,57,18.19,24,4,3,17,7.2,MEDIUM
PRJ-1990,Digital Governance Project - Ahmedabad #990,Ministry of Electronics & IT,Digital Governance,Ahmedabad,2717.72,2281.41,1553,1280,70.61,29,20,1,8,3.18,MEDIUM
PRJ-1991,Infrastructure Project - Mumbai #991,Ministry of Power,Infrastructure,Mumbai,417.03,271.59,429,273,57.41,37,21,1,15,3.7,LOW
PRJ-1992,Urban Infrastructure Project - Chennai #992,Ministry of Health & Family Welfare,Urban Infrastructure,Chennai,2431.1,715.54,373,363,33.05,35,11,20,4,10.0,HIGH
PRJ-1993,Healthcare Facility Project - Bengaluru #993,Ministry of Power,Healthcare Facility,Bengaluru,357.05,306.25,310,274,69.67,39,27,2,10,3.94,MEDIUM
PRJ-1994,Urban Infrastructure Project - Jaipur #994,Ministry of Road Transport & Highways,Urban Infrastructure,Jaipur,2862.95,2017.77,1784,1772,67.49,38,25,6,7,5.1,HIGH
PRJ-1995,Water & Sanitation Project - Patna #995,Ministry of Water Resources,Water & Sanitation,Patna,443.07,98.42,1722,565,19.67,12,2,1,9,5.61,MEDIUM
PRJ-1996,Infrastructure Project - Jaipur #996,Ministry of Railways,Infrastructure,Jaipur,1570.84,248.35,823,193,18.29,18,3,2,13,5.06,LOW
PRJ-1997,Water & Sanitation Project - Delhi NCR #997,Ministry of Power,Water & Sanitation,Delhi NCR,305.29,255.16,435,285,85.13,39,33,0,6,2.7,LOW
PRJ-1998,Infrastructure Project - Hyderabad #998,Ministry of Electronics & IT,Infrastructure,Hyderabad,1059.09,1002.64,1243,1361,100.0,39,39,0,0,1.15,LOW
PRJ-1999,Energy & Power Project - Jaipur #999,Ministry of Electronics & IT,Energy & Power,Jaipur,3188.63,1822.45,901,690,54.16,11,5,2,4,3.18,MEDIUM
PRJ-2000,Transportation Project - Bengaluru #1000,Ministry of Road Transport & Highways,Transportation,Bengaluru,1055.99,1154.7,620,714,99.31,18,17,0,1,0.59,LOW
PRJ-2001,Healthcare Facility Project - Ahmedabad #1001,Ministry of Electronics & IT,Healthcare Facility,Ahmedabad,269.52,140.43,702,271,46.32,15,6,0,9,2.85,LOW
PRJ-2002,Digital Governance Project - Ahmedabad #1002,Ministry of Power,Digital Governance,Ahmedabad,3291.3,2048.67,473,326,74.52,22,16,0,6,2.67,LOW
PRJ-2003,Digital Governance Project - Kolkata #1003,Ministry of Railways,Digital Governance,Kolkata,1977.11,1885.23,1506,1509,86.49,31,26,1,4,1.71,MEDIUM
PRJ-2004,Urban Infrastructure Project - Ahmedabad #1004,Ministry of Water Resources,Urban Infrastructure,Ahmedabad,100.43,24.06,1416,527,25.62,39,9,4,26,6.42,MEDIUM
PRJ-2005,Energy & Power Project - Patna #1005,Ministry of Road Transport & Highways,Energy & Power,Patna,320.52,273.79,863,824,97.83,19,18,0,1,0.3,LOW
PRJ-2006,Urban Infrastructure Project - Mumbai #1006,Ministry of Railways,Urban Infrastructure,Mumbai,2741.74,882.86,432,126,27.66,24,6,2,16,6.03,MEDIUM
PRJ-2007,Healthcare Facility Project - Kolkata #1007,Ministry of Road Transport & Highways,Healthcare Facility,Kolkata,2454.59,2052.23,757,534,75.75,8,6,0,2,3.11,LOW
PRJ-2008,Transportation Project - Kolkata #1008,Ministry of Urban Development,Transportation,Kolkata,2823.24,3009.13,1568,1826,100.0,30,30,0,0,0.26,LOW
PRJ-2009,Digital Governance Project - Jaipur #1009,Ministry of Road Transport & Highways,Digital Governance,Jaipur,2499.15,656.0,1526,364,26.53,22,5,0,17,5.12,LOW
PRJ-2010,Digital Governance Project - Hyderabad #1010,Ministry of Power,Digital Governance,Hyderabad,2376.97,1331.7,1036,909,62.84,27,16,4,7,4.46,MEDIUM
PRJ-2011,Urban Infrastructure Project - Jaipur #1011,Ministry of Power,Urban Infrastructure,Jaipur,3296.45,2079.08,648,282,51.32,24,12,0,12,3.06,LOW
PRJ-2012,Digital Governance Project - Mumbai #1012,Ministry of Road Transport & Highways,Digital Governance,Mumbai,277.66,220.4,671,764,89.94,8,7,0,1,1.07,MEDIUM
PRJ-2013,Water & Sanitation Project - Delhi NCR #1013,Ministry of Urban Development,Water & Sanitation,Delhi NCR,3367.96,4041.55,1048,885,100.0,13,13,0,0,1.03,LOW
PRJ-2014,Healthcare Facility Project - Guwahati #1014,Ministry of Electronics & IT,Healthcare Facility,Guwahati,445.17,293.19,208,161,52.46,5,2,1,2,4.18,MEDIUM
PRJ-2015,Energy & Power Project - Hyderabad #1015,Ministry of Electronics & IT,Energy & Power,Hyderabad,3479.83,4175.8,1534,1757,100.0,38,38,0,0,0.08,LOW
PRJ-2016,Transportation Project - Patna #1016,Ministry of Urban Development,Transportation,Patna,3256.35,1805.5,1744,1178,60.76,9,5,0,4,2.23,LOW
PRJ-2017,Infrastructure Project - Ahmedabad #1017,Ministry of Power,Infrastructure,Ahmedabad,1739.32,522.52,529,270,35.07,20,7,4,9,6.55,MEDIUM
PRJ-2018,Infrastructure Project - Chennai #1018,Ministry of Water Resources,Infrastructure,Chennai,1054.13,240.42,781,305,28.47,30,8,3,19,5.39,MEDIUM
PRJ-2019,Healthcare Facility Project - Delhi NCR #1019,Ministry of Electronics & IT,Healthcare Facility,Delhi NCR,3274.6,2089.37,1445,1492,76.99,5,3,0,2,1.81,HIGH
PRJ-2020,Infrastructure Project - Delhi NCR #1020,Ministry of Power,Infrastructure,Delhi NCR,1230.53,349.94,1659,505,29.1,11,3,0,8,3.94,LOW
PRJ-2021,Healthcare Facility Project - Bengaluru #1021,Ministry of Health & Family Welfare,Healthcare Facility,Bengaluru,1443.41,179.38,1178,126,10.49,21,2,0,19,5.27,LOW
PRJ-2022,Energy & Power Project - Ahmedabad #1022,Ministry of Power,Energy & Power,Ahmedabad,3123.75,1870.81,1278,1268,70.1,33,23,4,6,3.97,HIGH
PRJ-2023,Energy & Power Project - Guwahati #1023,Ministry of Railways,Energy & Power,Guwahati,1524.52,1485.45,915,980,84.39,12,10,0,2,0.86,MEDIUM
PRJ-2024,Urban Infrastructure Project - Guwahati #1024,Ministry of Urban Development,Urban Infrastructure,Guwahati,1165.94,374.41,244,67,35.7,35,12,2,21,5.98,MEDIUM
PRJ-2025,Urban Infrastructure Project - Pune #1025,Ministry of Road Transport & Highways,Urban Infrastructure,Pune,1929.93,1857.45,1576,1395,100.0,30,30,0,0,1.85,LOW
PRJ-2026,Water & Sanitation Project - Ahmedabad #1026,Ministry of Water Resources,Water & Sanitation,Ahmedabad,468.65,376.28,400,388,93.03,27,25,0,2,1.88,LOW
PRJ-2027,Infrastructure Project - Patna #1027,Ministry of Railways,Infrastructure,Patna,2906.13,2919.24,1059,1243,85.95,32,27,1,4,1.67,MEDIUM
PRJ-2028,Water & Sanitation Project - Ahmedabad #1028,Ministry of Road Transport & Highways,Water & Sanitation,Ahmedabad,874.64,619.2,492,443,79.24,22,17,1,4,3.17,MEDIUM
PRJ-2029,Transportation Project - Patna #1029,Ministry of Electronics & IT,Transportation,Patna,2873.93,2134.1,586,364,62.33,11,6,0,5,2.89,LOW
PRJ-2030,Transportation Project - Lucknow #1030,Ministry of Railways,Transportation,Lucknow,2204.89,398.57,484,170,20.87,7,1,1,5,4.74,MEDIUM
PRJ-2031,Urban Infrastructure Project - Delhi NCR #1031,Ministry of Railways,Urban Infrastructure,Delhi NCR,2161.47,1681.58,366,384,78.57,38,29,2,7,3.14,HIGH
PRJ-2032,Transportation Project - Kolkata #1032,Ministry of Railways,Transportation,Kolkata,1497.0,479.17,305,201,28.53,24,6,7,11,7.1,HIGH
PRJ-2033,Digital Governance Project - Ahmedabad #1033,Ministry of Power,Digital Governance,Ahmedabad,871.92,198.59,277,83,28.46,25,7,1,17,4.92,LOW
PRJ-2034,Infrastructure Project - Ahmedabad #1034,Ministry of Health & Family Welfare,Infrastructure,Ahmedabad,655.09,315.0,1186,592,50.5,11,5,0,6,3.84,LOW
PRJ-2035,Water & Sanitation Project - Bengaluru #1035,Ministry of Water Resources,Water & Sanitation,Bengaluru,1165.93,986.55,1698,1682,72.23,38,27,4,7,3.47,HIGH
PRJ-2036,Transportation Project - Lucknow #1036,Ministry of Power,Transportation,Lucknow,1350.33,475.6,397,96,30.07,12,3,0,9,5.43,LOW
PRJ-2037,Water & Sanitation Project - Hyderabad #1037,Ministry of Electronics & IT,Water & Sanitation,Hyderabad,683.32,311.07,1092,1220,54.36,39,21,10,8,6.88,HIGH
PRJ-2038,Water & Sanitation Project - Hyderabad #1038,Ministry of Urban Development,Water & Sanitation,Hyderabad,1872.12,119.92,494,73,7.15,40,2,8,30,9.63,MEDIUM
PRJ-2039,Water & Sanitation Project - Jaipur #1039,Ministry of Water Resources,Water & Sanitation,Jaipur,3413.19,2125.28,929,551,53.74,32,17,1,14,3.55,LOW
PRJ-2040,Water & Sanitation Project - Delhi NCR #1040,Ministry of Health & Family Welfare,Water & Sanitation,Delhi NCR,592.6,492.66,741,641,96.17,7,6,0,1,0.31,LOW
PRJ-2041,Transportation Project - Guwahati #1041,Ministry of Electronics & IT,Transportation,Guwahati,2852.72,3423.26,1193,1017,100.0,9,9,0,0,1.5,LOW
PRJ-2042,Healthcare Facility Project - Ahmedabad #1042,Ministry of Urban Development,Healthcare Facility,Ahmedabad,1408.96,272.03,736,241,24.08,18,4,2,12,4.61,LOW
PRJ-2043,Healthcare Facility Project - Pune #1043,Ministry of Water Resources,Healthcare Facility,Pune,1768.32,1276.33,1655,1121,75.84,19,14,0,5,1.75,LOW
PRJ-2044,Transportation Project - Hyderabad #1044,Ministry of Road Transport & Highways,Transportation,Hyderabad,169.19,66.84,667,280,35.28,22,7,3,12,4.98,LOW
PRJ-2045,Infrastructure Project - Patna #1045,Ministry of Water Resources,Infrastructure,Patna,3430.28,1522.18,610,419,55.42,27,14,3,10,5.37,MEDIUM
PRJ-2046,Infrastructure Project - Guwahati #1046,Ministry of Power,Infrastructure,Guwahati,3095.11,2972.51,720,643,95.64,23,21,0,2,0.33,LOW
PRJ-2047,Infrastructure Project - Kolkata #1047,Ministry of Water Resources,Infrastructure,Kolkata,775.29,296.77,752,221,29.77,39,11,3,25,6.45,MEDIUM
PRJ-2048,Healthcare Facility Project - Mumbai #1048,Ministry of Water Resources,Healthcare Facility,Mumbai,2531.88,676.21,1589,826,23.7,40,9,10,21,8.7,HIGH
PRJ-2049,Energy & Power Project - Hyderabad #1049,Ministry of Power,Energy & Power,Hyderabad,2040.01,1360.09,1721,920,65.17,32,20,0,12,3.55,LOW
PRJ-2050,Urban Infrastructure Project - Bengaluru #1050,Ministry of Road Transport & Highways,Urban Infrastructure,Bengaluru,1613.27,619.54,540,166,36.74,16,5,0,11,3.21,LOW
PRJ-2051,Transportation Project - Ahmedabad #1051,Ministry of Railways,Transportation,Ahmedabad,2408.91,245.29,564,99,12.18,20,2,2,16,6.48,MEDIUM
PRJ-2052,Infrastructure Project - Guwahati #1052,Ministry of Urban Development,Infrastructure,Guwahati,1848.46,1307.63,1668,1543,87.78,11,9,0,2,0.65,LOW
PRJ-2053,Infrastructure Project - Patna #1053,Ministry of Water Resources,Infrastructure,Patna,3272.03,995.16,450,167,36.13,14,5,1,8,4.79,LOW
PRJ-2054,Infrastructure Project - Mumbai #1054,Ministry of Water Resources,Infrastructure,Mumbai,1902.87,1467.19,873,906,91.52,13,11,0,2,1.55,LOW
PRJ-2055,Water & Sanitation Project - Bengaluru #1055,Ministry of Urban Development,Water & Sanitation,Bengaluru,1082.77,172.3,1160,313,19.22,22,4,3,15,5.49,LOW
PRJ-2056,Infrastructure Project - Mumbai #1056,Ministry of Water Resources,Infrastructure,Mumbai,1910.8,1050.31,390,258,45.12,14,6,1,7,3.59,MEDIUM
PRJ-2057,Urban Infrastructure Project - Ahmedabad #1057,Ministry of Railways,Urban Infrastructure,Ahmedabad,524.34,231.59,1522,632,35.03,29,10,3,16,5.88,MEDIUM
PRJ-2058,Urban Infrastructure Project - Bengaluru #1058,Ministry of Road Transport & Highways,Urban Infrastructure,Bengaluru,3467.78,1070.22,639,135,24.15,27,6,0,21,4.46,LOW
PRJ-2059,Infrastructure Project - Delhi NCR #1059,Ministry of Power,Infrastructure,Delhi NCR,2119.73,1152.07,544,310,56.18,16,8,1,7,2.89,LOW
PRJ-2060,Digital Governance Project - Chennai #1060,Ministry of Electronics & IT,Digital Governance,Chennai,2190.41,681.7,767,370,36.53,36,13,5,18,7.04,MEDIUM
PRJ-2061,Digital Governance Project - Mumbai #1061,Ministry of Water Resources,Digital Governance,Mumbai,2763.11,2402.15,484,462,99.55,14,13,0,1,1.47,LOW
PRJ-2062,Urban Infrastructure Project - Mumbai #1062,Ministry of Water Resources,Urban Infrastructure,Mumbai,404.94,52.45,1055,1219,13.79,10,1,8,1,7.77,HIGH
PRJ-2063,Urban Infrastructure Project - Kolkata #1063,Ministry of Water Resources,Urban Infrastructure,Kolkata,1124.41,1034.37,1048,659,71.51,26,18,0,8,3.31,LOW
PRJ-2064,Urban Infrastructure Project - Ahmedabad #1064,Ministry of Railways,Urban Infrastructure,Ahmedabad,1927.19,585.63,1283,881,28.5,19,5,6,8,7.14,HIGH
PRJ-2065,Healthcare Facility Project - Lucknow #1065,Ministry of Urban Development,Healthcare Facility,Lucknow,2720.31,594.38,1712,584,25.9,28,7,1,20,6.09,MEDIUM
PRJ-2066,Energy & Power Project - Jaipur #1066,Ministry of Road Transport & Highways,Energy & Power,Jaipur,1664.0,787.18,453,504,57.01,27,15,6,6,6.25,HIGH
PRJ-2067,Water & Sanitation Project - Bengaluru #1067,Ministry of Water Resources,Water & Sanitation,Bengaluru,1038.49,587.96,475,483,52.63,31,16,7,8,6.82,HIGH
PRJ-2068,Digital Governance Project - Bengaluru #1068,Ministry of Road Transport & Highways,Digital Governance,Bengaluru,419.15,413.02,1604,1402,99.66,6,5,0,1,0.87,LOW
PRJ-2069,Digital Governance Project - Mumbai #1069,Ministry of Road Transport & Highways,Digital Governance,Mumbai,2322.99,1162.5,331,206,45.62,15,6,1,8,3.85,MEDIUM
PRJ-2070,Transportation Project - Mumbai #1070,Ministry of Road Transport & Highways,Transportation,Mumbai,53.55,11.83,1032,273,24.78,13,3,1,9,5.56,MEDIUM
PRJ-2071,Urban Infrastructure Project - Ahmedabad #1071,Ministry of Power,Urban Infrastructure,Ahmedabad,2531.73,2334.84,1089,1044,80.36,23,18,0,5,1.1,MEDIUM
PRJ-2072,Infrastructure Project - Lucknow #1072,Ministry of Electronics & IT,Infrastructure,Lucknow,2631.45,702.64,1210,334,26.75,32,8,3,21,6.61,MEDIUM
PRJ-2073,Digital Governance Project - Chennai #1073,Ministry of Health & Family Welfare,Digital Governance,Chennai,3217.83,1115.73,1207,527,37.95,15,5,1,9,3.69,LOW
PRJ-2074,Transportation Project - Guwahati #1074,Ministry of Urban Development,Transportation,Guwahati,749.41,63.6,1447,233,8.52,40,3,7,30,7.53,MEDIUM
PRJ-2075,Urban Infrastructure Project - Pune #1075,Ministry of Electronics & IT,Urban Infrastructure,Pune,1103.03,654.92,1494,815,59.96,8,4,0,4,3.3,LOW
PRJ-2076,Energy & Power Project - Mumbai #1076,Ministry of Railways,Energy & Power,Mumbai,374.36,253.71,922,703,55.4,6,3,0,3,2.56,MEDIUM
PRJ-2077,Infrastructure Project - Hyderabad #1077,Ministry of Road Transport & Highways,Infrastructure,Hyderabad,2093.92,862.66,1729,1903,46.09,17,7,6,4,5.16,HIGH
PRJ-2078,Infrastructure Project - Lucknow #1078,Ministry of Power,Infrastructure,Lucknow,1981.14,1533.67,1334,1580,74.3,8,5,0,3,3.17,HIGH
PRJ-2079,Energy & Power Project - Chennai #1079,Ministry of Road Transport & Highways,Energy & Power,Chennai,3356.0,1518.18,1204,378,38.47,27,10,2,15,5.28,LOW
PRJ-2080,Energy & Power Project - Ahmedabad #1080,Ministry of Road Transport & Highways,Energy & Power,Ahmedabad,3138.82,845.22,1211,255,22.37,14,3,0,11,5.47,LOW
PRJ-2081,Healthcare Facility Project - Delhi NCR #1081,Ministry of Urban Development,Healthcare Facility,Delhi NCR,1022.52,555.82,490,416,64.76,10,6,1,3,2.63,MEDIUM
PRJ-2082,Water & Sanitation Project - Patna #1082,Ministry of Railways,Water & Sanitation,Patna,2293.23,2018.51,1754,1561,67.88,37,25,3,9,4.26,MEDIUM
PRJ-2083,Healthcare Facility Project - Kolkata #1083,Ministry of Electronics & IT,Healthcare Facility,Kolkata,1571.71,558.44,448,211,36.25,32,11,2,19,5.41,MEDIUM
PRJ-2084,Urban Infrastructure Project - Hyderabad #1084,Ministry of Electronics & IT,Urban Infrastructure,Hyderabad,738.78,886.54,1430,1097,99.73,36,35,0,1,0.04,LOW
PRJ-2085,Water & Sanitation Project - Chennai #1085,Ministry of Water Resources,Water & Sanitation,Chennai,1919.5,1904.64,1780,1930,94.55,34,32,0,2,2.14,LOW
PRJ-2086,Infrastructure Project - Chennai #1086,Ministry of Railways,Infrastructure,Chennai,2022.03,339.43,903,178,18.87,34,6,1,27,5.4,LOW
PRJ-2087,Water & Sanitation Project - Pune #1087,Ministry of Power,Water & Sanitation,Pune,2279.52,2735.42,467,529,100.0,36,36,0,0,1.72,LOW
PRJ-2088,Urban Infrastructure Project - Lucknow #1088,Ministry of Urban Development,Urban Infrastructure,Lucknow,3210.82,1799.81,444,259,53.07,25,13,1,11,4.11,LOW
